-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      name:  <unnamed>
       log:  /Users/echow/QSU/SEER-medicare/code/hcpcs.log
  log type:  text
 opened on:  13 Jul 2018, 12:14:18

.         tab hcpcs, sort

 HCPCS Code |      Freq.     Percent        Cum.
      52281 |        303        0.01       96.66
      93721 |        301        0.01       96.67
      76873 |        299        0.01       96.68
      J9260 |        298        0.01       96.68
      Q0163 |        296        0.01       96.69
      69210 |        295        0.01       96.70
      93236 |        294        0.01       96.70
      86701 |        292        0.01       96.71
      97703 |        291        0.01       96.72
      74245 |        290        0.01       96.72
      86376 |        290        0.01       96.73
      90818 |        290        0.01       96.74
      28285 |        289        0.01       96.74
      70360 |        288        0.01       96.75
      95861 |        288        0.01       96.76
      78585 |        287        0.01       96.76
      64475 |        286        0.01       96.77
      67038 |        286        0.01       96.78
      82668 |        283        0.01       96.78
      93978 |        282        0.01       96.79
      Q0180 |        282        0.01       96.80
      70160 |        280        0.01       96.80
      78300 |        279        0.01       96.81
      70552 |        277        0.01       96.82
      78007 |        277        0.01       96.82
      J1040 |        277        0.01       96.83
      J9031 |        277        0.01       96.84
      84999 |        275        0.01       96.84
      86147 |        275        0.01       96.85
      J1940 |        275        0.01       96.85
      J9350 |        275        0.01       96.86
      J3360 |        274        0.01       96.87
      90870 |        273        0.01       96.87
      29880 |        272        0.01       96.88
      85535 |        272        0.01       96.89
      G0125 |        272        0.01       96.89
      76857 |        271        0.01       96.90
      75790 |        270        0.01       96.91
      85670 |        269        0.01       96.91
      86360 |        269        0.01       96.92
      74330 |        268        0.01       96.92
      73600 |        267        0.01       96.93
      73660 |        267        0.01       96.94
      77784 |        267        0.01       96.94
      51720 |        266        0.01       96.95
      J2930 |        266        0.01       96.95
      87252 |        265        0.01       96.96
      90945 |        265        0.01       96.97
      99397 |        265        0.01       96.97
      58558 |        264        0.01       96.98
      86800 |        264        0.01       96.98
      87015 |        264        0.01       96.99
      51741 |        263        0.01       97.00
      73120 |        263        0.01       97.00
      19180 |        262        0.01       97.01
      52310 |        262        0.01       97.02
      62289 |        262        0.01       97.02
      71110 |        262        0.01       97.03
      86709 |        262        0.01       97.03
      31629 |        261        0.01       97.04
      73565 |        261        0.01       97.05
      J7315 |        261        0.01       97.05
      70490 |        260        0.01       97.06
      73000 |        260        0.01       97.06
      83010 |        260        0.01       97.07
      87328 |        260        0.01       97.08
      76938 |        256        0.01       97.08
      78707 |        256        0.01       97.09
      88165 |        256        0.01       97.09
      J0702 |        256        0.01       97.10
      72132 |        255        0.01       97.10
      70250 |        254        0.01       97.11
      88162 |        253        0.01       97.12
      88171 |        252        0.01       97.12
      82951 |        251        0.01       97.13
      J1950 |        250        0.01       97.13
      26055 |        248        0.01       97.14
      84105 |        248        0.01       97.15
      88325 |        248        0.01       97.15
      17304 |        246        0.01       97.16
      83020 |        246        0.01       97.16
      82491 |        245        0.01       97.17
      52214 |        244        0.01       97.17
      31624 |        243        0.01       97.18
      29877 |        242        0.01       97.18
      83002 |        242        0.01       97.19
      64483 |        241        0.01       97.20
      82009 |        241        0.01       97.20
      45331 |        238        0.01       97.21
      82800 |        237        0.01       97.21
      11402 |        236        0.01       97.22
      58120 |        236        0.01       97.22
      70150 |        236        0.01       97.23
      83892 |        236        0.01       97.23
      85347 |        236        0.01       97.24
      86903 |        236        0.01       97.25
      64550 |        235        0.01       97.25
      14060 |        232        0.01       97.26
      J2275 |        231        0.01       97.26
      10060 |        230        0.01       97.27
      47563 |        230        0.01       97.27
      71111 |        230        0.01       97.28
      86708 |        230        0.01       97.28
      84133 |        229        0.01       97.29
      86617 |        229        0.01       97.29
      C1325 |        229        0.01       97.30
      82085 |        228        0.01       97.30
      86580 |        228        0.01       97.31
      97024 |        228        0.01       97.31
      75710 |        227        0.01       97.32
      78593 |        227        0.01       97.32
      36246 |        225        0.01       97.33
      84560 |        225        0.01       97.33
      85590 |        225        0.01       97.34
      94250 |        225        0.01       97.35
      93735 |        224        0.01       97.35
      82523 |        223        0.01       97.36
      75962 |        222        0.01       97.36
      83605 |        222        0.01       97.37
      90788 |        222        0.01       97.37
      66170 |        220        0.01       97.38
      86318 |        220        0.01       97.38
      88323 |        220        0.01       97.39
      78006 |        218        0.01       97.39
      51600 |        217        0.01       97.40
      92568 |        216        0.00       97.40
      J7060 |        216        0.00       97.41
      52601 |        215        0.00       97.41
      80059 |        215        0.00       97.42
      83896 |        215        0.00       97.42
      95115 |        215        0.00       97.43
      J1095 |        215        0.00       97.43
      86703 |        214        0.00       97.44
      94450 |        214        0.00       97.44
      29515 |        213        0.00       97.45
      52235 |        213        0.00       97.45
      78010 |        212        0.00       97.46
      64476 |        211        0.00       97.46
      82044 |        211        0.00       97.47
      86644 |        211        0.00       97.47
      70540 |        210        0.00       97.47
      73720 |        210        0.00       97.48
      84030 |        210        0.00       97.48
      87449 |        210        0.00       97.49
      85060 |        209        0.00       97.49
      J9096 |        209        0.00       97.50
      75724 |        208        0.00       97.50
      J9095 |        208        0.00       97.51
      73650 |        207        0.00       97.51
      75820 |        207        0.00       97.52
      90935 |        207        0.00       97.52
      A4649 |        207        0.00       97.53
      82952 |        206        0.00       97.53
      72128 |        205        0.00       97.54
      76120 |        205        0.00       97.54
      J3470 |        205        0.00       97.55
