-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      name:  <unnamed>
       log:  /Users/echow/QSU/SEER-medicare/code/hcpcs.log
  log type:  text
 opened on:  13 Jul 2018, 12:14:18

.         tab hcpcs, sort

 HCPCS Code |      Freq.     Percent        Cum.
      19316 |          7        0.00       99.85
      19328 |          7        0.00       99.85
      19330 |          7        0.00       99.85
      22554 |          7        0.00       99.85
      22851 |          7        0.00       99.85
      24500 |          7        0.00       99.85
      25310 |          7        0.00       99.85
      25999 |          7        0.00       99.85
        260 |          7        0.00       99.85
      27355 |          7        0.00       99.85
      27814 |          7        0.00       99.86
      28043 |          7        0.00       99.86
      28060 |          7        0.00       99.86
      28190 |          7        0.00       99.86
      29345 |          7        0.00       99.86
      29815 |          7        0.00       99.86
      29893 |          7        0.00       99.86
      31239 |          7        0.00       99.86
      31512 |          7        0.00       99.86
      31588 |          7        0.00       99.86
      35206 |          7        0.00       99.86
      35460 |          7        0.00       99.86
      36493 |          7        0.00       99.86
      38720 |          7        0.00       99.86
      40810 |          7        0.00       99.86
      43241 |          7        0.00       99.86
      43265 |          7        0.00       99.86
      46257 |          7        0.00       99.86
      46280 |          7        0.00       99.86
      46320 |          7        0.00       99.86
      46604 |          7        0.00       99.86
      46946 |          7        0.00       99.86
      49061 |          7        0.00       99.86
      52327 |          7        0.00       99.86
      54100 |          7        0.00       99.86
      57100 |          7        0.00       99.86
      58340 |          7        0.00       99.86
      58561 |          7        0.00       99.86
      62274 |          7        0.00       99.86
      63047 |          7        0.00       99.86
      63650 |          7        0.00       99.86
      63688 |          7        0.00       99.86
      64530 |          7        0.00       99.86
      64704 |          7        0.00       99.86
      65220 |          7        0.00       99.86
      65222 |          7        0.00       99.86
      65750 |          7        0.00       99.86
      65810 |          7        0.00       99.86
      66762 |          7        0.00       99.86
      66920 |          7        0.00       99.86
      67255 |          7        0.00       99.86
      67908 |          7        0.00       99.86
      67971 |          7        0.00       99.86
      67999 |          7        0.00       99.86
      68810 |          7        0.00       99.86
      68811 |          7        0.00       99.86
      69220 |          7        0.00       99.86
      73702 |          7        0.00       99.86
      74363 |          7        0.00       99.86
      75658 |          7        0.00       99.86
      75743 |          7        0.00       99.86
      75961 |          7        0.00       99.86
      76506 |          7        0.00       99.86
      76930 |          7        0.00       99.86
      77789 |          7        0.00       99.86
      78015 |          7        0.00       99.86
      78202 |          7        0.00       99.86
      78271 |          7        0.00       99.86
      78715 |          7        0.00       99.86
      78799 |          7        0.00       99.86
      80168 |          7        0.00       99.86
      80439 |          7        0.00       99.86
      82554 |          7        0.00       99.87
      83012 |          7        0.00       99.87
      83060 |          7        0.00       99.87
      85046 |          7        0.00       99.87
      86280 |          7        0.00       99.87
      87529 |          7        0.00       99.87
      87552 |          7        0.00       99.87
      87620 |          7        0.00       99.87
      88147 |          7        0.00       99.87
      90713 |          7        0.00       99.87
      90845 |          7        0.00       99.87
      92265 |          7        0.00       99.87
      92531 |          7        0.00       99.87
      92975 |          7        0.00       99.87
      93536 |          7        0.00       99.87
      A4259 |          7        0.00       99.87
      A4323 |          7        0.00       99.87
      A4355 |          7        0.00       99.87
      A6254 |          7        0.00       99.87
      A9300 |          7        0.00       99.87
      C1171 |          7        0.00       99.87
      C1205 |          7        0.00       99.87
      C1801 |          7        0.00       99.87
      J2010 |          7        0.00       99.87
      J3130 |          7        0.00       99.87
      J3488 |          7        0.00       99.87
      J7504 |          7        0.00       99.87
      J9020 |          7        0.00       99.87
      J9110 |          7        0.00       99.87
      J9140 |          7        0.00       99.87
      L0500 |          7        0.00       99.87
      L3670 |          7        0.00       99.87
      Q3003 |          7        0.00       99.87
      W4991 |          7        0.00       99.87
      00790 |          6        0.00       99.87
      00830 |          6        0.00       99.87
      11752 |          6        0.00       99.87
      12044 |          6        0.00       99.87
      15851 |          6        0.00       99.87
      16030 |          6        0.00       99.87
      20200 |          6        0.00       99.87
      21310 |          6        0.00       99.87
      21925 |          6        0.00       99.87
      23140 |          6        0.00       99.87
      25295 |          6        0.00       99.87
      25320 |          6        0.00       99.87
      26040 |          6        0.00       99.87
      26480 |          6        0.00       99.87
      26720 |          6        0.00       99.87
      26725 |          6        0.00       99.87
      26750 |          6        0.00       99.87
      26755 |          6        0.00       99.87
      27040 |          6        0.00       99.87
      27252 |          6        0.00       99.87
      27347 |          6        0.00       99.87
      27619 |          6        0.00       99.87
      27792 |          6        0.00       99.87
      27822 |          6        0.00       99.87
      28022 |          6        0.00       99.87
      28035 |          6        0.00       99.87
      28113 |          6        0.00       99.87
      28208 |          6        0.00       99.87
      28315 |          6        0.00       99.87
      29883 |          6        0.00       99.87
      30801 |          6        0.00       99.87
      30999 |          6        0.00       99.87
      32420 |          6        0.00       99.88
      33216 |          6        0.00       99.88
      37202 |          6        0.00       99.88
      41105 |          6        0.00       99.88
      41113 |          6        0.00       99.88
      41120 |          6        0.00       99.88
      41874 |          6        0.00       99.88
      43205 |          6        0.00       99.88
      44393 |          6        0.00       99.88
      44970 |          6        0.00       99.88
      45308 |          6        0.00       99.88
      46924 |          6        0.00       99.88
      47001 |          6        0.00       99.88
      47511 |          6        0.00       99.88
      47530 |          6        0.00       99.88
      49010 |          6        0.00       99.88
      49060 |          6        0.00       99.88
      50951 |          6        0.00       99.88
      52340 |          6        0.00       99.88
      52606 |          6        0.00       99.88
      54402 |          6        0.00       99.88
      57460 |          6        0.00       99.88
      57800 |          6        0.00       99.88
      58662 |          6        0.00       99.88
      60200 |          6        0.00       99.88
      62272 |          6        0.00       99.88
      63075 |          6        0.00       99.88
      64782 |          6        0.00       99.88
      64832 |          6        0.00       99.88
      65920 |          6        0.00       99.88
      66625 |          6        0.00       99.88
      66840 |          6        0.00       99.88
      67121 |          6        0.00       99.88
      67141 |          6        0.00       99.88
      67227 |          6        0.00       99.88
      67332 |          6        0.00       99.88
      68100 |          6        0.00       99.88
      68700 |          6        0.00       99.88
      68760 |          6        0.00       99.88
      68840 |          6        0.00       99.88
      69110 |          6        0.00       99.88
      69511 |          6        0.00       99.88
      69660 |          6        0.00       99.88
      70010 |          6        0.00       99.88
      70336 |          6        0.00       99.88
      75705 |          6        0.00       99.88
      75940 |          6        0.00       99.88
      76088 |          6        0.00       99.88
      76815 |          6        0.00       99.88
      78290 |          6        0.00       99.88
      78458 |          6        0.00       99.88
      80176 |          6        0.00       99.88
      82157 |          6        0.00       99.88
      82180 |          6        0.00       99.88
      83030 |          6        0.00       99.88
      83088 |          6        0.00       99.88
      83491 |          6        0.00       99.88
      83775 |          6        0.00       99.88
      84202 |          6        0.00       99.88
      85520 |          6        0.00       99.88
      85635 |          6        0.00       99.88
      86215 |          6        0.00       99.88
      86382 |          6        0.00       99.88
      86628 |          6        0.00       99.88
      86806 |          6        0.00       99.88
      87270 |          6        0.00       99.88
      87280 |          6        0.00       99.88
      87425 |          6        0.00       99.88
      87476 |          6        0.00       99.88
      88263 |          6        0.00       99.88
      88283 |          6        0.00       99.88
      90717 |          6        0.00       99.88
      90812 |          6        0.00       99.88
      90819 |          6        0.00       99.89
      90876 |          6        0.00       99.89
      90947 |          6        0.00       99.89
      93303 |          6        0.00       99.89
      93314 |          6        0.00       99.89
      93602 |          6        0.00       99.89
      93980 |          6        0.00       99.89
      95813 |          6        0.00       99.89
      95936 |          6        0.00       99.89
      95953 |          6        0.00       99.89
      95974 |          6        0.00       99.89
      97545 |          6        0.00       99.89
      99254 |          6        0.00       99.89
      A4558 |          6        0.00       99.89
      A4663 |          6        0.00       99.89
      A6213 |          6        0.00       99.89
      A6262 |          6        0.00       99.89
      C1037 |          6        0.00       99.89
      C1116 |          6        0.00       99.89
      C1800 |          6        0.00       99.89
      G0037 |          6        0.00       99.89
      G0159 |          6        0.00       99.89
      J0715 |          6        0.00       99.89
      J1190 |          6        0.00       99.89
      J1625 |          6        0.00       99.89
      J1800 |          6        0.00       99.89
      J1930 |          6        0.00       99.89
      J1980 |          6        0.00       99.89
      J2790 |          6        0.00       99.89
      J2800 |          6        0.00       99.89
      J3364 |          6        0.00       99.89
      J9010 |          6        0.00       99.89
      J9245 |          6        0.00       99.89
      L8499 |          6        0.00       99.89
      Q0104 |          6        0.00       99.89
      Q2009 |          6        0.00       99.89
      Q9921 |          6        0.00       99.89
      S0020 |          6        0.00       99.89
      X0019 |          6        0.00       99.89
      00007 |          5        0.00       99.89
      00520 |          5        0.00       99.89
      00912 |          5        0.00       99.89
      11470 |          5        0.00       99.89
      13100 |          5        0.00       99.89
      15200 |          5        0.00       99.89
      15572 |          5        0.00       99.89
      15850 |          5        0.00       99.89
      15852 |          5        0.00       99.89
      16010 |          5        0.00       99.89
      20005 |          5        0.00       99.89
      21282 |          5        0.00       99.89
      21315 |          5        0.00       99.89
      21480 |          5        0.00       99.89
      21501 |          5        0.00       99.89
      22585 |          5        0.00       99.89
      22999 |          5        0.00       99.89
      23455 |          5        0.00       99.89
      25116 |          5        0.00       99.89
      25240 |          5        0.00       99.89
      25500 |          5        0.00       99.89
      25630 |          5        0.00       99.89
      26080 |          5        0.00       99.89
      26180 |          5        0.00       99.89
      26236 |          5        0.00       99.89
      26605 |          5        0.00       99.89
      26615 |          5        0.00       99.89
      26700 |          5        0.00       99.89
      26862 |          5        0.00       99.89
      26952 |          5        0.00       99.89
      27062 |          5        0.00       99.89
      27301 |          5        0.00       99.89
      27324 |          5        0.00       99.89
      27618 |          5        0.00       99.89
      27630 |          5        0.00       99.89
      28008 |          5        0.00       99.89
      28111 |          5        0.00       99.89
      28120 |          5        0.00       99.89
      28485 |          5        0.00       99.89
      28755 |          5        0.00       99.89
      29200 |          5        0.00       99.90
      29705 |          5        0.00       99.90
      29820 |          5        0.00       99.90
      29884 |          5        0.00       99.90
      30300 |          5        0.00       99.90
      30906 |          5        0.00       99.90
      31615 |          5        0.00       99.90
      31640 |          5        0.00       99.90
      32095 |          5        0.00       99.90
      32602 |          5        0.00       99.90
      33010 |          5        0.00       99.90
      33244 |          5        0.00       99.90
      35207 |          5        0.00       99.90
      36500 |          5        0.00       99.90
      36810 |          5        0.00       99.90
      37203 |          5        0.00       99.90
      37785 |          5        0.00       99.90
      38562 |          5        0.00       99.90
      39010 |          5        0.00       99.90
      40500 |          5        0.00       99.90
      41108 |          5        0.00       99.90
      42100 |          5        0.00       99.90
      43216 |          5        0.00       99.90
      45190 |          5        0.00       99.90
      45915 |          5        0.00       99.90
      46083 |          5        0.00       99.90
      46999 |          5        0.00       99.90
      47630 |          5        0.00       99.90
      49021 |          5        0.00       99.90
      49423 |          5        0.00       99.90
      50953 |          5        0.00       99.90
      52334 |          5        0.00       99.90
      53445 |          5        0.00       99.90
      54001 |          5        0.00       99.90
      54235 |          5        0.00       99.90
      54830 |          5        0.00       99.90
      54860 |          5        0.00       99.90
      55000 |          5        0.00       99.90
      55060 |          5        0.00       99.90
      60540 |          5        0.00       99.90
      62367 |          5        0.00       99.90
      63048 |          5        0.00       99.90
      64415 |          5        0.00       99.90
      64776 |          5        0.00       99.90
      65105 |          5        0.00       99.90
      65235 |          5        0.00       99.90
      65710 |          5        0.00       99.90
      65865 |          5        0.00       99.90
      66030 |          5        0.00       99.90
      66185 |          5        0.00       99.90
      66930 |          5        0.00       99.90
      67880 |          5        0.00       99.90
      67938 |          5        0.00       99.90
      68320 |          5        0.00       99.90
      68326 |          5        0.00       99.90
      68801 |          5        0.00       99.90
      69000 |          5        0.00       99.90
      69645 |          5        0.00       99.90
      69799 |          5        0.00       99.90
      70130 |          5        0.00       99.90
      73202 |          5        0.00       99.90
      74740 |          5        0.00       99.90
      75801 |          5        0.00       99.90
      76831 |          5        0.00       99.90
        770 |          5        0.00       99.90
      77776 |          5        0.00       99.90
      78102 |          5        0.00       99.90
      78199 |          5        0.00       99.90
      78206 |          5        0.00       99.90
      78586 |          5        0.00       99.90
      78740 |          5        0.00       99.90
      80031 |          5        0.00       99.90
      80438 |          5        0.00       99.90
      82482 |          5        0.00       99.90
      83045 |          5        0.00       99.90
      84252 |          5        0.00       99.90
      84307 |          5        0.00       99.90
      84620 |          5        0.00       99.90
      85130 |          5        0.00       99.90
      85170 |          5        0.00       99.90
      86005 |          5        0.00       99.90
      86077 |          5        0.00       99.90
      86148 |          5        0.00       99.90
      86603 |          5        0.00       99.90
      86625 |          5        0.00       99.90
      86759 |          5        0.00       99.90
      86774 |          5        0.00       99.91
      86816 |          5        0.00       99.91
      87385 |          5        0.00       99.91
      87487 |          5        0.00       99.91
      87516 |          5        0.00       99.91
      87520 |          5        0.00       99.91
      87550 |          5        0.00       99.91
      87551 |          5        0.00       99.91
      88154 |          5        0.00       99.91
      88235 |          5        0.00       99.91
      89100 |          5        0.00       99.91
      89160 |          5        0.00       99.91
      90389 |          5        0.00       99.91
      90660 |          5        0.00       99.91
      90669 |          5        0.00       99.91
      90887 |          5        0.00       99.91
      90989 |          5        0.00       99.91
      92502 |          5        0.00       99.91
      92510 |          5        0.00       99.91
      93600 |          5        0.00       99.91
      93607 |          5        0.00       99.91
      93618 |          5        0.00       99.91
      93622 |          5        0.00       99.91
      95056 |          5        0.00       99.91
      95858 |          5        0.00       99.91
      96111 |          5        0.00       99.91
      98926 |          5        0.00       99.91
      99312 |          5        0.00       99.91
      A4625 |          5        0.00       99.91
      A4633 |          5        0.00       99.91
      A6205 |          5        0.00       99.91
      A6210 |          5        0.00       99.91
      C1007 |          5        0.00       99.91
      C1047 |          5        0.00       99.91
      C1092 |          5        0.00       99.91
      C1109 |          5        0.00       99.91
      C1117 |          5        0.00       99.91
      C1127 |          5        0.00       99.91
      C1368 |          5        0.00       99.91
      C2608 |          5        0.00       99.91
      D7110 |          5        0.00       99.91
      G0045 |          5        0.00       99.91
      G0083 |          5        0.00       99.91
      G0111 |          5        0.00       99.91
      G0130 |          5        0.00       99.91
      J1910 |          5        0.00       99.91
      J2350 |          5        0.00       99.91
      J2440 |          5        0.00       99.91
      J2994 |          5        0.00       99.91
      J3000 |          5        0.00       99.91
      J3230 |          5        0.00       99.91
      J3280 |          5        0.00       99.91
      J7615 |          5        0.00       99.91
      L0140 |          5        0.00       99.91
      L3650 |          5        0.00       99.91
      L3660 |          5        0.00       99.91
      L3805 |          5        0.00       99.91
      L3860 |          5        0.00       99.91
      L3908 |          5        0.00       99.91
      L3916 |          5        0.00       99.91
      L4350 |          5        0.00       99.91
      L8010 |          5        0.00       99.91
      M0064 |          5        0.00       99.91
      Q9933 |          5        0.00       99.91
      00750 |          4        0.00       99.91
      00902 |          4        0.00       99.91
      01382 |          4        0.00       99.91
      01810 |          4        0.00       99.91
      01830 |          4        0.00       99.91
      01844 |          4        0.00       99.91
      11462 |          4        0.00       99.91
      12054 |          4        0.00       99.91
      12055 |          4        0.00       99.91
      13122 |          4        0.00       99.91
      15620 |          4        0.00       99.91
      15740 |          4        0.00       99.91
      15831 |          4        0.00       99.91
      17270 |          4        0.00       99.91
      19370 |          4        0.00       99.91
      20692 |          4        0.00       99.91
      21935 |          4        0.00       99.91
      23066 |          4        0.00       99.91
      23180 |          4        0.00       99.91
      23405 |          4        0.00       99.91
      23931 |          4        0.00       99.91
      24077 |          4        0.00       99.91
      24130 |          4        0.00       99.91
      24600 |          4        0.00       99.91
      25210 |          4        0.00       99.91
      25290 |          4        0.00       99.91
      25332 |          4        0.00       99.91
      25405 |          4        0.00       99.91
      25560 |          4        0.00       99.91
      25825 |          4        0.00       99.92
      26135 |          4        0.00       99.92
      26370 |          4        0.00       99.92
      26460 |          4        0.00       99.92
      26525 |          4        0.00       99.92
      26540 |          4        0.00       99.92
      27047 |          4        0.00       99.92
      27385 |          4        0.00       99.92
      27430 |          4        0.00       99.92
      27446 |          4        0.00       99.92
      27599 |          4        0.00       99.92
      27691 |          4        0.00       99.92
      27899 |          4        0.00       99.92
      28010 |          4        0.00       99.92
      28092 |          4        0.00       99.92
      28100 |          4        0.00       99.92
      28490 |          4        0.00       99.92
      28505 |          4        0.00       99.92
      28645 |          4        0.00       99.92
      29085 |          4        0.00       99.92
      29819 |          4        0.00       99.92
      29871 |          4        0.00       99.92
      29888 |          4        0.00       99.92
      30115 |          4        0.00       99.92
      30420 |          4        0.00       99.92
      30560 |          4        0.00       99.92
      31200 |          4        0.00       99.92
      31201 |          4        0.00       99.92
      31233 |          4        0.00       99.92
      31299 |          4        0.00       99.92
      31300 |          4        0.00       99.92
      31528 |          4        0.00       99.92
      31613 |          4        0.00       99.92
      31631 |          4        0.00       99.92
      31710 |          4        0.00       99.92
      32999 |          4        0.00       99.92
      33206 |          4        0.00       99.92
      33284 |          4        0.00       99.92
      35226 |          4        0.00       99.92
      36013 |          4        0.00       99.92
      36420 |          4        0.00       99.92
      36815 |          4        0.00       99.92
      38542 |          4        0.00       99.92
      38550 |          4        0.00       99.92
      42550 |          4        0.00       99.92
      43263 |          4        0.00       99.92
      43761 |          4        0.00       99.92
      44366 |          4        0.00       99.92
      45320 |          4        0.00       99.92
      46220 |          4        0.00       99.92
      46230 |          4        0.00       99.92
      46934 |          4        0.00       99.92
      46945 |          4        0.00       99.92
      47564 |          4        0.00       99.92
      49000 |          4        0.00       99.92
      49020 |          4        0.00       99.92
      49322 |          4        0.00       99.92
      49420 |          4        0.00       99.92
      51005 |          4        0.00       99.92
      51840 |          4        0.00       99.92
      51845 |          4        0.00       99.92
      52290 |          4        0.00       99.92
      52339 |          4        0.00       99.92
      53020 |          4        0.00       99.92
      53440 |          4        0.00       99.92
      53621 |          4        0.00       99.92
      54060 |          4        0.00       99.92
      54120 |          4        0.00       99.92
      55041 |          4        0.00       99.92
      56305 |          4        0.00       99.92
      56350 |          4        0.00       99.92
      56515 |          4        0.00       99.92
      56740 |          4        0.00       99.92
      57260 |          4        0.00       99.92
      58550 |          4        0.00       99.92
      60001 |          4        0.00       99.92
      60240 |          4        0.00       99.92
      60280 |          4        0.00       99.92
      63076 |          4        0.00       99.92
      64600 |          4        0.00       99.92
      64708 |          4        0.00       99.92
      65093 |          4        0.00       99.92
      65270 |          4        0.00       99.92
      65771 |          4        0.00       99.92
      65815 |          4        0.00       99.92
      66500 |          4        0.00       99.92
      67120 |          4        0.00       99.92
      68540 |          4        0.00       99.92
      68705 |          4        0.00       99.92
      69643 |          4        0.00       99.92
      69662 |          4        0.00       99.92
      74327 |          4        0.00       99.92
      74440 |          4        0.00       99.92
      75554 |          4        0.00       99.92
      76101 |          4        0.00       99.92
      76800 |          4        0.00       99.92
      78003 |          4        0.00       99.92
      78591 |          4        0.00       99.92
      78761 |          4        0.00       99.92
      79035 |          4        0.00       99.92
      80007 |          4        0.00       99.92
      82030 |          4        0.00       99.92
      82120 |          4        0.00       99.92
      82128 |          4        0.00       99.92
      82145 |          4        0.00       99.92
      82250 |          4        0.00       99.92
      82383 |          4        0.00       99.92
      82679 |          4        0.00       99.92
      83498 |          4        0.00       99.92
      83586 |          4        0.00       99.93
      83858 |          4        0.00       99.93
      84022 |          4        0.00       99.93
      84119 |          4        0.00       99.93
      84126 |          4        0.00       99.93
      84206 |          4        0.00       99.93
      86510 |          4        0.00       99.93
      86619 |          4        0.00       99.93
      86682 |          4        0.00       99.93
      87187 |          4        0.00       99.93
      87192 |          4        0.00       99.93
      87276 |          4        0.00       99.93
      87290 |          4        0.00       99.93
      90889 |          4        0.00       99.93
      91011 |          4        0.00       99.93
      91299 |          4        0.00       99.93
      92555 |          4        0.00       99.93
      92563 |          4        0.00       99.93
      93315 |          4        0.00       99.93
      93603 |          4        0.00       99.93
      93652 |          4        0.00       99.93
      A0398 |          4        0.00       99.93
      A4221 |          4        0.00       99.93
      A4315 |          4        0.00       99.93
      A4352 |          4        0.00       99.93
      A4402 |          4        0.00       99.93
      A4560 |          4        0.00       99.93
      A4580 |          4        0.00       99.93
      A4617 |          4        0.00       99.93
      A4623 |          4        0.00       99.93
      A4640 |          4        0.00       99.93
      A5502 |          4        0.00       99.93
      A6207 |          4        0.00       99.93
      A6212 |          4        0.00       99.93
      A6266 |          4        0.00       99.93
      A7003 |          4        0.00       99.93
      A9600 |          4        0.00       99.93
      C1039 |          4        0.00       99.93
      C1043 |          4        0.00       99.93
      C1091 |          4        0.00       99.93
      C1133 |          4        0.00       99.93
      C1359 |          4        0.00       99.93
      C1366 |          4        0.00       99.93
      C2609 |          4        0.00       99.93
      C3500 |          4        0.00       99.93
      C9001 |          4        0.00       99.93
      C9501 |          4        0.00       99.93
      D7230 |          4        0.00       99.93
      G0047 |          4        0.00       99.93
      J0540 |          4        0.00       99.93
      J0580 |          4        0.00       99.93
      J1443 |          4        0.00       99.93
      J1470 |          4        0.00       99.93
      J3240 |          4        0.00       99.93
      J7190 |          4        0.00       99.93
      J7683 |          4        0.00       99.93
      J8600 |          4        0.00       99.93
      J8610 |          4        0.00       99.93
      J9600 |          4        0.00       99.93
      K0168 |          4        0.00       99.93
      L1906 |          4        0.00       99.93
      L1930 |          4        0.00       99.93
      L5675 |          4        0.00       99.93
      L8699 |          4        0.00       99.93
      Q0170 |          4        0.00       99.93
      Q3008 |          4        0.00       99.93
      Q9934 |          4        0.00       99.93
      X0105 |          4        0.00       99.93
      00402 |          3        0.00       99.93
      00630 |          3        0.00       99.93
      00840 |          3        0.00       99.93
      00952 |          3        0.00       99.93
      01400 |          3        0.00       99.93
      01480 |          3        0.00       99.93
      05143 |          3        0.00       99.93
      11306 |          3        0.00       99.93
      11308 |          3        0.00       99.93
      11450 |          3        0.00       99.93
      11920 |          3        0.00       99.93
      12021 |          3        0.00       99.93
      12036 |          3        0.00       99.93
      12037 |          3        0.00       99.93
      12238 |          3        0.00       99.93
      13102 |          3        0.00       99.93
      13562 |          3        0.00       99.93
      15221 |          3        0.00       99.93
      15241 |          3        0.00       99.93
      15738 |          3        0.00       99.93
      15757 |          3        0.00       99.93
      15824 |          3        0.00       99.93
      15877 |          3        0.00       99.93
      15999 |          3        0.00       99.93
      17263 |          3        0.00       99.93
      19220 |          3        0.00       99.93
      19325 |          3        0.00       99.93
      19342 |          3        0.00       99.93
      20102 |          3        0.00       99.93
      20525 |          3        0.00       99.93
      20924 |          3        0.00       99.93
      20926 |          3        0.00       99.93
      20931 |          3        0.00       99.93
      21030 |          3        0.00       99.93
      21210 |          3        0.00       99.93
      21557 |          3        0.00       99.93
      22845 |          3        0.00       99.93
      23485 |          3        0.00       99.93
      23500 |          3        0.00       99.93
      23730 |          3        0.00       99.93
      24066 |          3        0.00       99.93
      24120 |          3        0.00       99.93
      24140 |          3        0.00       99.93
      24505 |          3        0.00       99.93
      24577 |          3        0.00       99.93
      24650 |          3        0.00       99.93
      25066 |          3        0.00       99.93
      25110 |          3        0.00       99.93
      25118 |          3        0.00       99.93
      25215 |          3        0.00       99.93
      25230 |          3        0.00       99.93
      25260 |          3        0.00       99.93
      25545 |          3        0.00       99.93
      25565 |          3        0.00       99.93
      25635 |          3        0.00       99.94
      25650 |          3        0.00       99.94
      25820 |          3        0.00       99.94
      26110 |          3        0.00       99.94
      26410 |          3        0.00       99.94
      26433 |          3        0.00       99.94
      26479 |          3        0.00       99.94
      26497 |          3        0.00       99.94
      26498 |          3        0.00       99.94
      26548 |          3        0.00       99.94
      26600 |          3        0.00       99.94
      26746 |          3        0.00       99.94
      26850 |          3        0.00       99.94
      26852 |          3        0.00       99.94
      26910 |          3        0.00       99.94
      27041 |          3        0.00       99.94
      27048 |          3        0.00       99.94
      27257 |          3        0.00       99.94
      27333 |          3        0.00       99.94
      27437 |          3        0.00       99.94
      27442 |          3        0.00       99.94
      27524 |          3        0.00       99.94
      27614 |          3        0.00       99.94
      27620 |          3        0.00       99.94
      27687 |          3        0.00       99.94
      27780 |          3        0.00       99.94
      27818 |          3        0.00       99.94
      28173 |          3        0.00       99.94
      28240 |          3        0.00       99.94
      28280 |          3        0.00       99.94
      28306 |          3        0.00       99.94
      28313 |          3        0.00       99.94
      28525 |          3        0.00       99.94
      28715 |          3        0.00       99.94
      29846 |          3        0.00       99.94
      29886 |          3        0.00       99.94
      30110 |          3        0.00       99.94
      30430 |          3        0.00       99.94
      30802 |          3        0.00       99.94
      31513 |          3        0.00       99.94
      31515 |          3        0.00       99.94
      31530 |          3        0.00       99.94
      31531 |          3        0.00       99.94
      31635 |          3        0.00       99.94
      31708 |          3        0.00       99.94
      31730 |          3        0.00       99.94
      32601 |          3        0.00       99.94
      35456 |          3        0.00       99.94
      35472 |          3        0.00       99.94
      36014 |          3        0.00       99.94
      36260 |          3        0.00       99.94
      36471 |          3        0.00       99.94
      36819 |          3        0.00       99.94
      36834 |          3        0.00       99.94
      37780 |          3        0.00       99.94
      38746 |          3        0.00       99.94
      40812 |          3        0.00       99.94
      41114 |          3        0.00       99.94
      41800 |          3        0.00       99.94
      42330 |          3        0.00       99.94
      42409 |          3        0.00       99.94
      43227 |          3        0.00       99.94
      43272 |          3        0.00       99.94
      44100 |          3        0.00       99.94
      44340 |          3        0.00       99.94
      45108 |          3        0.00       99.94
      45317 |          3        0.00       99.94
      45541 |          3        0.00       99.94
      46030 |          3        0.00       99.94
      46258 |          3        0.00       99.94
      46612 |          3        0.00       99.94
      46700 |          3        0.00       99.94
      46910 |          3        0.00       99.94
      46940 |          3        0.00       99.94
      47810 |          3        0.00       99.94
      47999 |          3        0.00       99.94
      49555 |          3        0.00       99.94
      50575 |          3        0.00       99.94
      50600 |          3        0.00       99.94
      50605 |          3        0.00       99.94
      50688 |          3        0.00       99.94
      50961 |          3        0.00       99.94
      51050 |          3        0.00       99.94
      52283 |          3        0.00       99.94
      52510 |          3        0.00       99.94
      53400 |          3        0.00       99.94
      54160 |          3        0.00       99.94
      54450 |          3        0.00       99.94
      54510 |          3        0.00       99.94
      54700 |          3        0.00       99.94
      56304 |          3        0.00       99.94
      56420 |          3        0.00       99.94
      57268 |          3        0.00       99.94
      58660 |          3        0.00       99.94
      59000 |          3        0.00       99.94
      60225 |          3        0.00       99.94
      62280 |          3        0.00       99.94
      62287 |          3        0.00       99.94
      62361 |          3        0.00       99.94
      63035 |          3        0.00       99.94
      63685 |          3        0.00       99.94
      64402 |          3        0.00       99.94
      64418 |          3        0.00       99.94
      64505 |          3        0.00       99.94
      64555 |          3        0.00       99.94
      64788 |          3        0.00       99.94
      65275 |          3        0.00       99.94
      66020 |          3        0.00       99.94
      66680 |          3        0.00       99.94
      66682 |          3        0.00       99.94
      66830 |          3        0.00       99.94
      67030 |          3        0.00       99.94
      67208 |          3        0.00       99.94
      67560 |          3        0.00       99.94
      67700 |          3        0.00       99.94
      67930 |          3        0.00       99.94
      68399 |          3        0.00       99.94
      68440 |          3        0.00       99.94
      68899 |          3        0.00       99.94
      69145 |          3        0.00       99.94
      69150 |          3        0.00       99.94
      69632 |          3        0.00       99.94
      69633 |          3        0.00       99.94
      69910 |          3        0.00       99.94
      69979 |          3        0.00       99.94
      70015 |          3        0.00       99.94
      70240 |          3        0.00       99.94
      70350 |          3        0.00       99.94
        730 |          3        0.00       99.94
      73115 |          3        0.00       99.94
      75552 |          3        0.00       99.94
      75746 |          3        0.00       99.94
      75809 |          3        0.00       99.94
      75891 |          3        0.00       99.94
      76390 |          3        0.00       99.94
      76932 |          3        0.00       99.94
      77777 |          3        0.00       99.94
      78185 |          3        0.00       99.94
      79020 |          3        0.00       99.94
      79100 |          3        0.00       99.94
      79420 |          3        0.00       99.94
      79999 |          3        0.00       99.94
      80400 |          3        0.00       99.94
      80422 |          3        0.00       99.94
      82127 |          3        0.00       99.95
      82240 |          3        0.00       99.95
      82975 |          3        0.00       99.95
      83500 |          3        0.00       99.95
      83528 |          3        0.00       99.95
      83840 |          3        0.00       99.95
      83857 |          3        0.00       99.95
      83992 |          3        0.00       99.95
      84106 |          3        0.00       99.95
      84140 |          3        0.00       99.95
      84150 |          3        0.00       99.95
      84588 |          3        0.00       99.95
      85175 |          3        0.00       99.95
